name,address1,cate_gories
The 901,3505 Gwinnett Pl Dr NW,"Karaoke, Pubs, Tapas Bars"
Tram Chim Quan,6330 Lawrenceville Hwy,"Bars, Vietnamese, Karaoke"
Gaja Korean Bar,491 Flat Shoals Ave SE,"Korean, Bars"
Dan Sung Sa,3530 Mall Blvd,"Korean, Karaoke, Bars"
The Gioi Am Nhac,5150 Buford Hwy NE,"Bookstores, Karaoke, Gift Shops"
Han Shin Pocha,3515 Mall Blvd,"Korean, Karaoke"
Doremi Resturant & Bar,410-2550 Pleasant Hill Rd,"Bars, Karaoke, Korean"
The Tavern @ JR Crickets,5040 Old National Hwy,Bars
The Masquerade,75 Martin Luther King JR Dr SW,"Music Venues, Venues & Event Spaces"
Rainbow Karaoke,7130 Buford Hwy NE,Karaoke
6340 Lounge,6340 Hwy 85,"Lounges, American (New)"
Live Karaoke & Bar,1291 Old Peachtree Rd,"Karaoke, Venues & Event Spaces, Wine Bars"
Rock N Taco,928 Canton St,"Tex-Mex, Sports Bars, Music Venues"
Sound of Music Karaoke & Soju Bar,3525 Mall Blvd,"Bars, Karaoke"
Twain's Brewpub & Billiards,211 E Trinity Pl,"Pool Halls, American (New), Brewpubs"
Just Play Entertainment,228 Auburn Ave NE,"Team Building Activities, Party & Event Planning, Trivia Hosts"
American Legion Post 258,1483 American Legion Way,"Community Service/Non-Profit, Lounges, Karaoke"
Char Korean Bar & Grill,299 North Highland Ave NE,"Korean, Barbeque, Bars"
Wild Wing Cafe,5530 Windward Pkwy,"Chicken Wings, Music Venues"
Bench Warmers Sports Grill,1375 Rock Quarry Rd,"Sports Bars, American (Traditional)"
Roaring Social,35 Milton Ave,Speakeasies
Wild Wing Cafe,36 Mill Rd,"Sports Bars, Chicken Wings, Music Venues"
Empire Lounge,2671 Centerville Hwy,"Sports Bars, American (New), Wine Bars"
Center Street Tavern,4381 Center St,"Burgers, Chicken Wings, Cocktail Bars"
Bigelow's Bar & Grill,2564 Gresham Rd SE,"Bars, American (Traditional)"
Wishing Well,1745 Hudson Bridge Rd,"American (Traditional), Bars"
Park Bench Battery,900 Battery Ave,"Bars, Venues & Event Spaces, Music Venues"
Park Bench,800 Battery Ave SE,"Bars, Music Venues"
Happy Hours,495 Pleasant Hill Rd NW,Pubs
Casa Grande,2810 East West Connector,"Bars, Mexican, Seafood"
Will Henry's Tavern,1228 Rockbridge Rd,Bars
Glass Dee Entertainment Atlanta DJ,3186 Parc Ct SW,"DJs, Photo Booth Rentals"
Big Shots Billiards,101 Emma Ln,"Pool & Billiards, Bars, Karaoke"
Spice House Lithonia,2617 Panola Rd,"Caribbean, Bars"
Pure Entertainment,10360 Shallowford Rd,DJs
Starr Food Lounge,2135 Fairburn Rd,"Caribbean, Bars, American (New)"
SandTown Pub,5819 Campbellton Rd,Sports Bars
The Spot Sports Bar And Grill,4975 Flat Shoals Pkwy,"Venues & Event Spaces, Sports Bars"
Fusion Sports Lounge,5851 Buffington Rd,"Lounges, American (Traditional), Sports Bars"
Joe's Sports Bar & Grill,11950 Jones Bridge Rd,"Sports Bars, Chicken Wings, American (Traditional)"
Eclipse Azul,5335 Old Hwy 5,"Mexican, Beer Bar"
Hudson Grille- Tucker,2075 Northlake Pkwy,"Sports Bars, Burgers, American (Traditional)"
Oaxaca Tacos And Tequila Bar,1760 Old Norcross Rd,"Mexican, Bars"
Wild Wing Cafe,410 Peachtree Pkwy,"Chicken Wings, Sports Bars, Music Venues"
Infinity Restaurant & Lounge,3220 Butner Rd,"Lounges, American (New), Seafood"
Harold’s chicken & Ice Bar,2255 Pleasant Hill Rd,"Bars, Chicken Shop"
Colossus Pizza,4369 Hugh Howell Rd,"Pizza, Greek, Bars"
DJ Imran Entertainment,2822 Manor Glen Ln NW,DJs
Wicked Wings Kennesaw,4430 Wade Green Rd NW,"American (Traditional), Pizza, Sports Bars"
Grocery on Home,609 Home Ave SE,Music Venues
Duckanoo Grill,6198 Memorial Dr,"Cocktail Bars, Caribbean, Sports Bars"
Joey's Bar & Grill D'ville,2123 Fairburn Rd,"Sports Bars, Music Venues"
Dream Restaurant and Sports Bar,5040 Old National Hwy,"Sports Bars, American (Traditional)"
Mazzy's Sports Bar & Grill - Norcross,7160 Jimmy Carter Blvd,"American (Traditional), Sports Bars"
Jamerican Bar And Grill,4847 Old National Hwy,"Caribbean, Cocktail Bars, American (Traditional)"
Habanero's Taqueria,9550 Main St,"Mexican, Cocktail Bars"
El Don Tequilas,6077 Fairburn Rd,"Mexican, Bars"
Cielo Mexican Grill & Cantina,2133 Ga Hwy 20,"Bars, Mexican"
Applebee's Grill + Bar,4705 Memorial Dr,"Burgers, Sports Bars, American (Traditional)"
Mamajuana Restaurant and Lounge,950 Indian Trail Lilburn Rd NW,"Dominican, Lounges"
M Bar Ultra Lounge,186 Auburn Ave,"Cocktail Bars, Lounges, Wine Bars"
Pulse Bar,265 Peachtree Ctr Ave,Lounges
777 Lounge & Cafe,6067 Buford Hwy NE,"Bars, Coffee & Tea, Juice Bars & Smoothies"
Copper Cove Bistro,2991 N Fulton Dr NE,"American (Traditional), Lounges"
Fever Restaurant & Lounge,6324 Old Dixie Hwy,"Lounges, American (Traditional)"
1942 Social,7240 Davidson Pkwy N,"American (New), Lounges, Cocktail Bars"
Blue Lagoon Bar & Bistro,2263 Cheshire Bridge Rd NE,"Caribbean, Bars, African"
Rich & Pour Opulence Lounge,1606 W Cleveland Avenue,"Lounges, Breakfast & Brunch"
Rose Gold Bar & Lounge,283 Hwy 138,"Lounges, Southern, Cocktail Bars"
Spice House Cascade,2247 Cascade Rd SW,"Caribbean, Bars"
Ike's Cafe and Grill,1250 Tech Dr,"African, Seafood, Bars"
Premier,6924 Main St,"Lounges, Seafood, Caribbean"
AMG Lounge,1 Amb Dr NW,"Sports Bars, Lounges"
Azure - Eat Sip Vibe,1815 Hwy 138 SE,"Lounges, Afghan, Music Venues"
Living Room,4300 Buford Hwy NE,Lounges
Buckhead,3344 Peachtree Rd NE,"Social Clubs, Venues & Event Spaces"
The Beverly,790 Glenwood Ave SE,"American (New), Sports Bars, Caribbean"
SoHo Lounge and Gardens,1008 Brady Ave,"Lounges, Venues & Event Spaces"
Ponce Sports Lounge,3924 E Ponce De Leon Ave,"American (New), Sports Bars, Burgers"
juicy joint,4019 Glenwood Rd,Lounges
Tiger Tiger,585 Franklin Gateway SE,Bars
Access Restaurant and Lounge,185 Veterans Memorial Hwy Sw,"American (Traditional), Breakfast & Brunch, Lounges"
Luv 2 Lounge,3308 Laventure Dr,Lounges
The Loft,1374 W Peachtree St,Music Venues
Fox Theatre - Atlanta,660 Peachtree St NE,"Performing Arts, Music Venues, Venues & Event Spaces"
Center Stage Theatre,1374 W Peachtree St NW,"Performing Arts, Music Venues"
Buckhead Theatre,3110 Roswell Rd NE,Music Venues
The Eastern,800 Old Flat Shoals Rd SE,"Music Venues, Venues & Event Spaces"
City Winery - Atlanta,650 North Ave NE,"Venues & Event Spaces, Wine Bars, American (New)"
Chastain Park Amphitheatre,4469 Stella Dr,"Parks, Music Venues"
Earl and Rachel Smith Strand Theatre,117 North Park Square,"Performing Arts, Community Service/Non-Profit, Music Venues"
7 Stages,1105 Euclid Ave NE,"Performing Arts, Cinema"
Venkman's,740 Ralph McGill Blvd,"American (New), Music Venues"
Eddie Owen Presents at Red Clay Music Foundry,3116 Main St,"Music Venues, Vocal Coach, Musical Instruments & Teachers"
Under Ground Sound,3850 Canton Rd,Recording & Rehearsal Studios
Cobb Energy Performing Arts Centre,2800 Cobb Galleria Pkwy,"Performing Arts, Music Venues, Venues & Event Spaces"
MadLife Stage & Studios,8722 Main St,"Music Venues, American (New)"
Atlanta Lyric Theatre,548 S Marietta Pkwy,Performing Arts
Mable House Barnes Amphitheatre,5239 Floyd Rd,Venues & Event Spaces
The Murder Mystery Co - Tucker,4431 Hugh Howell Rd,Performing Arts
5Church Midtown,1197 Peachtree St NE,"American (New), Venues & Event Spaces"
Ameris Bank Amphitheatre,2200 Encore Pkwy,Music Venues
Yonah Mountain Vineyards,1717 Highway 255 S,"Wineries, Venues & Event Spaces, Wine Tours"
Cellairis Amphitheatre,2002 Lakewood Way,Music Venues
Coca-Cola Roxy,800 Battery Ave SE,"Music Venues, Venues & Event Spaces"
Dancing Skulls,9945 Jones Bridge Rd,"Seafood, American (Traditional), Performing Arts"
The Green Room,1391 Veterans Memorial Hwy SW,"Pizza, Music Venues, Coffee Roasteries"
Roswell Cultural Arts Center,950 Forest St,"Cultural Center, Music Venues, Performing Arts"
Baltimore Crab & Seafood,1075 Fairburn Rd SW,"Seafood, Bars, Salad"
Red Pepper Taqueria,2149 Briarcliff Rd,"Mexican, Sports Bars, Latin American"
Java Lords,1105 Euclid Ave NE,"Coffee & Tea, Bars"
Pancho's Mexican Restaurant & Cantina,2641 Buford Hwy NE,"Tacos, Chicken Wings, Beer Bar"
Spivey Hall,2000 Clayton State Blvd,Music Venues
Matildas Music Under the Pines,850 Hickory Flat Rd,Music Venues
630 Convention & Event Center,630 Travis St NW,"Venues & Event Spaces, Music Venues"
Wolf Creek Amphitheater,3025 Merk Rd,Venues & Event Spaces
Gas South District,6400 Sugarloaf Pkwy,"Venues & Event Spaces, Stadiums & Arenas"
The Highland Inn Ballroom Lounge,644 N Highland Ave,Venues & Event Spaces
Horizon Theatre Company,1083 Austin Ave NE,Performing Arts
The Roof at Ponce City Market,675 Ponce De Leon Ave NE,Venues & Event Spaces
Billy Allen's,3000 Heritage Walk,"Piano Bars, American (New), Cocktail Bars"
Under the Couch,350 Ferst Dr NW,Music Venues
SpaceCondo Live,737 Veterans Pkwy,Venues & Event Spaces
Pure Taqueria,3589 Durden Dr,"Mexican, Bars"
Starr Park Amphitheater,5031 Park Ave,"Parks, Venues & Event Spaces"
Jules and the Gents,,"Musicians, Performing Arts"
The Bowl,5039 W Broad St,Venues & Event Spaces
Legends Headquarters Sports Bar And Lounges,7240 N Davidson Pkwy,"Sports Bars, American (Traditional), Venues & Event Spaces"
Saddle Up,1679 Joyner Ave,"Music Venues, American (New)"
South City Kitchen Vinings,1675 Cumberland Pkwy SE,"Southern, Breakfast & Brunch, Wine Bars"
UniverSoul Circus,,Performing Arts
Graffiti Events Center,4948 Old National Hwy,"Music Venues, Venues & Event Spaces"
Downwind Restaurant and Lounge,2000 Airport Rd,"American (Traditional), Lounges"
Bar North,3900 Legacy Park Blvd Nw B100,"Sports Bars, American (Traditional), Chicken Wings"
Emerald Empire Band,,"Musicians, Videographers, Event Photography"
Wildpitch Underground,255 Trinity Ave,"Music Venues, DJs"
Flux Night,345-381 Markham St SW,"Nightlife, Local Flavor, Arts & Entertainment"
Marlene's,3064 Emery Cir,Nightlife
Margaritaville Restaurant - Atlanta,155 Centennial Olympic Park Dr NW,"Tiki Bars, American (Traditional)"
Peachtree Corners Town Center,5200 Town Center Blvd,"Shopping Centers, Music Venues"
The G Spot Restaurant & Bar,6707 Maddox Rd,"Chicken Wings, Sports Bars, American (Traditional)"
Club South Beach,5495 Old National Hwy,"Lounges, American (New)"
Thirsty Mona Lisa,979 Main St,"Paint & Sip, Nightlife, Performing Arts"
Kennesaw Billiards,3600 Cherokee St NW,"Pool Halls, Sports Bars, Pool & Billiards"
Club Inferno,393 Marietta St,Nightlife
Misfits Dueling Pianos,34 Irby Ave NW,"Music Venues, Piano Bars"
Parker's On Ponce,116 E Ponce De Leon Ave,"Steakhouses, Seafood, Piano Bars"
Le Maison Rouge,716 Ponce De Leon Pl NE,"Venues & Event Spaces, Party & Event Planning"
Lumiere Lounge,117 N Park Sq,"Lounges, Piano Bars"
Piano Bars,6000 N Terminal Pkwy,Piano Bars
Altobeli's Italian Restaurant & Piano Bar,3000 Old Alabama Rd,Italian
Campagnolo,980 Piedmont Ave NE,Italian
Actors Express,887 W Marietta St NW,"Performing Arts, Ticket Sales"
Seasons 52,90 Perimeter Ctr W,"American (New), Wine Bars, Seafood"
Capers,1635 Old 41 Hwy NW,"Bars, American (Traditional)"
Nancy's Pizza,265 Ponce De Leon Ave,"Pizza, Italian"
Loews Atlanta Hotel,1065 Peachtree St NE,"Hotels, Venues & Event Spaces"
Bottles & Bones,400 Buford Hwy NE,"Bars, Seafood, Steakhouses"
The Bar,2600 Maynard H Jackson Jr Blvd,Bars
The Capital Grille,94 Perimeter Ctr W,"Steakhouses, Seafood, Wine Bars"
Mac's Chop House,19 N Park Sq,"Venues & Event Spaces, American (New), Seafood"
ZuZZu,42 Oak St,"Italian, Pizza"
Maggiano's Little Italy,3368 Peachtree Rd NE,"Italian, Bars, Venues & Event Spaces"
Varasano's Pizzeria,6000 N Terminal Pkwy,"Italian, Pizza"
Mambo Italian Street Food,2022 Powers Ferry Rd,Italian
Carrabba's Italian Grill,1887 Mt Zion Rd,"Italian, Seafood"
WR Social House,25 North Park Square,"American (New), Burgers, Beer Bar"
Blue Moon Brewhouse,6000 N Terminal Pkwy,"Bars, Breakfast & Brunch, American (Traditional)"
Mr Cue's Billiards II,3541 Chamblee Tucker Rd,"Pool Halls, Bars"
Champion Billiard,3765 Satellite Blvd,Pool Halls
Stockbridge Billards,112 N Berry St,Pool Halls
Vip Jr Billiard,3230 Steve Reynolds Blvd,Pool Halls
Mazzy's Sports Bar & Grill - Roswell,10729 Alpharetta Hwy,"Sports Bars, American (Traditional)"
Sports & Social,825 Battery Ave SE,"Sports Bars, Waffles, Burgers"
Ozone Recreation,2500 Cobb Place Ln,Pool & Billiards
BlvdBilliards,10147 Tara Blvd,Pool & Billiards
Ny Billiards,1291 Old Peachtree Rd NW,Pool Halls
Won 11 Pool Hall,2790 Lawrenceville-Suwanee Rd,Pool Halls
Tony's Sports Bar & Grill,2590 Peachtree Industrial Blvd,"Sports Bars, American (Traditional)"
Sledge Lounge,4186 Buford Hwy NE,"Sports Bars, Pool Halls"
Three Dollar Cafe,3537 Chamblee Tucker Rd,"Sports Bars, American (Traditional), Chicken Wings"
Smokin Cues,112 M L K Senior Heritage Trl,Sports Bars
Magnolia Lounge,3920 Jonesboro Rd,Sports Bars
50 Yard Line Sports Bar & Grill,7490 Old National Hwy,Sports Bars
O'riley's Spirit & Food,3875 Covington Hwy,Pool Halls
Classic Cue,200 Glynn St N,Pool Halls
Mazzy's Sports Tavern,13695 hwy 9 N,"Sports Bars, American (Traditional)"
Classic Billiards,1211 Royal Dr SW,Pool Halls
Billards Lucky 77,185 N Norcross Tucker Rd,Pool Halls
Ozone Recreation,6348 Dawson Blvd,"Hot Tub & Pool, Home Decor, Pool & Billiards"
El Galaxy Sports Bar & Grill,5055 Austell Rd,"Sports Bars, Tex-Mex, Seafood"
Central Station Sports Cafe,4855 Old National Hwy,Sports Bars
Greater Southern Home Recreation,1465 Chattahoochee Ave NW,"Pool & Billiards, Arcades, Furniture Stores"
Mazzy's Sports Bar & Grill - Kennesaw,3940 Cherokee St,"Sports Bars, Burgers, Sandwiches"
Topgolf,10900 Westside Pkwy,"Sports Bars, American (New), Golf"
Bad Daddy's Burger Bar,1575 Church St,"Burgers, Bars, American (New)"
Twin Peaks,2475 George Busbee Pkwy NW,"Sports Bars, American (New), American (Traditional)"
Intercrew Billiards and Bar,,Lounges
Stonewall's Lounge,4021 Lakeview Dr,"Salad, Sports Bars, Lounges"
Varners Restaurant & Tavern,725 Concord Rd SE,"Burgers, American (Traditional), Bars"
Viva Billiard Cafe,950 Indian Trail Lilburn Rd NW,Pool Halls
J R Crickets,4550 Jonesboro Rd,"Chicken Wings, Sports Bars, Seafood"
Dudley's Sports Bar and Grill,6691 Millwood Ln,"American (Traditional), Sports Bars"
Twenty-Two Storys,265 Peachtree St NE,"Sports Bars, American (New), Lounges"
Dave & Buster's,5900 Sugarloaf Pkwy,"American (Traditional), Arcades, Bars"
Dave & Buster's,6500 N Point Pkwy,"Arcades, Bars, American (Traditional)"
Del Frisco's Grille,3376 Peachtree Rd NE,"American (New), Wine Bars, Steakhouses"
Basements and Backyards-Norcross,6440 Dawson Blvd,"Hot Tub & Pool, Pool & Billiards, Saunas"
Basements and Backyards,9040 Hwy 92,"Hot Tub & Pool, Saunas, Pool & Billiards"
Tap Gastro Pub,South Terminal Pwy,Gastropubs
The Imperial,726 W College Ave,Pubs
Stacks Bar & Grill,6344 Cash Ct NW,"Burgers, Pizza, Pubs"
Brass Tap Craft Beer Bar,925 Virginia Ave,"Salad, Sports Bars, Cocktail Bars"
Lee + White,929 Lee Street Sw 1000 - 1070 White St SW,"Breweries, Distilleries, Pubs"
George's Restaurant & Bar,1041 N Highland Ave NE,"American (Traditional), Sports Bars"
15th Street Pizza & Pub,1927 Jonesboro Rd,"Pizza, Pubs, American (Traditional)"
The Public House,2857 Paces Ferry Rd SE,"Bars, Breakfast & Brunch, American (Traditional)"
Camps Kitchen & Bar,255 Village Pkwy NE,"Gastropubs, Pizza"
Finley's Bar and Grill,10800 Davis Dr,"Sports Bars, American (Traditional)"
Alma Cocina - Downtown,191 Peachtree St NE,"Latin American, Mexican, Bars"
Muss & Turner's,1675 Cumberland Pkwy,"American (New), Breakfast & Brunch"
The Iberian Pig,121 Sycamore St,"Spanish, Tapas/Small Plates"
Southern Belle,1043 Ponce De Leon Ave NE,"American (New), Southern"
Carbonara Trattoria,5499 Chamblee Dunwoody Rd,"Italian, Wine Bars"
There,305 Brookhaven Ave,"Gastropubs, American (New)"
Edgar's Proof & Provision,659 Peachtree St NE,"American (New), Gastropubs"
Bone Garden Cantina,1425 Ellsworth Industrial Blvd,"Mexican, Cocktail Bars"
Uncle Jack's Meat House,6590 Sugarloaf Pkwy,"Steakhouses, American (New), Cocktail Bars"
Campania,800 N Main St,"Pizza, Wine Bars, Italian"
Speakeasy Lounge,1187 Ira St SW,Speakeasies
The Venue on Main,2847 S Main St,Venues & Event Spaces
Sotto Sotto,313 N Highland Ave NE,"Italian, Wine Bars"
"Saito - Sushi, Steak and Cocktails",17 Andrew Young International Blvd NE,"Sushi Bars, Cocktail Bars, Japanese"
Terminus 330,330 Marietta St NW,Venues & Event Spaces
Thrill Korean Steak and Bar,5958 Roswell Rd,"Korean, Bars, Steakhouses"
Knock Music House,1052 St Charles Ave NE,"Venues & Event Spaces, Party & Event Planning, Team Building Activities"
Dirty Rascal,415 East Paces Ferry Rd NE,"Cafes, Italian, American (New)"
Hudson Grille - Little 5 Points,351 Moreland Ave Ne,"Sports Bars, American (Traditional)"
Switz Sports Bar and Grill,899 Mlk Jr Dr Nw,"Sports Bars, American (Traditional)"
Clay's Sports Cafe,5975 Roswell Rd,Chicken Wings
Big Sky Buckhead,3201 Cains HIll Pl NW,"American (New), Breakfast & Brunch"
Grindhouse Killer Burgers,1842 Piedmont Ave NE,"Burgers, Salad, Hot Dogs"
"Tom, Dick & Hank",191 Ralph David Abernathy Blvd SW,"American (Traditional), Barbeque, Seafood"
Fletchers Restaurant & Bar,2801 Candler Rd,"Chicken Wings, Salad, Sandwiches"
Milton Tavern,13800 Ga Hwy 9 N,American (Traditional)
Silk 2 Bar And Grill,5910 Fairington Rd,Sports Bars
Bad Daddys Burger Bar,5070 Peachtree Blvd,"Burgers, Bars, American (New)"
Lola's Burger and Tequila Bar,944 Canton St,Burgers
North Highland Pub,469 N Highland Ave NE,American (New)
Murph's,1 Galleria Pkwy,"American (New), Sports Bars"
360 Sports Bar and Lounge,4808 Redan Rd,Sports Bars
Hard Rock Cafe,215 Peachtree St NE,"American (Traditional), Burgers"
Glenn's Bar and Grill,3155 E Ponce De Leon Ave,"Chicken Wings, American (Traditional), Sports Bars"
Marlow's Tavern,4156 Lavista Rd,"Burgers, Gastropubs, American (New)"
Grindhouse Killer Burgers,701 Memorial Dr SE,"Burgers, Salad, Bars"
Central City Tavern,19 Academy St,"American (Traditional), Sports Bars"
Lucky's Burger & Brew,1144 Alpharetta St,"Sports Bars, Desserts, American (New)"
Hudson Grille -  Atlanta,351 Moreland Ave,"Sports Bars, Burgers, Seafood"
Gameday,2990 Eagle Dr,"Sports Bars, American (Traditional)"
Top Draft,100 Cnn Ctr,"Sports Bars, Diners, Lounges"
Fin & Feathers,6340 SR-85 N,"Breakfast & Brunch, Soul Food, American (Traditional)"
Castleberry Ale House,5446 Bethelview Rd,"Burgers, American (New), Chicken Wings"
Fletcher's - Stonecrest,3025 Turner Hill Rd,"Chicken Wings, Salad, Sandwiches"
Clermont Lounge,789 Ponce De Leon Ave NE,Strip Clubs
Cheetah Lounge,887 Spring St NW,"Strip Clubs, Dance Clubs, American (New)"
Blue Flame Lounge,1097 Harwell Rd NW,Strip Clubs
Magic City ,241 Forsyth St SW,Strip Clubs
Onyx,1888 Cheshire Bridge Rd NE,Adult Entertainment
Pink Pony,1837 Corporate Blvd NE,"Cocktail Bars, Strip Clubs"
Trapeze,4470 Commerce Dr SW,Adult Entertainment
Strokers Club,1353 Brockett Rd,Strip Clubs
Club Babes Atlanta,304 Fulton Industrial Cir,Strip Clubs
Peaches Of Atlanta,779 Ralph David Abernathy Blvd,Strip Clubs
GOLDRUSH Showbar,2608 Metropolitan Pkwy SW,Strip Clubs
Pin Ups,2788 E Ponce De Leon Ave,Strip Clubs
Goosebumps,134 Baker St NE,"Dance Clubs, Strip Clubs"
Tattletale Lounge,2075 Piedmont Rd NE,"Bars, Strip Clubs"
Club Wax,4375 Commerce Dr SW,Strip Clubs
Club Blaze,3438 Moreland Ave,Adult Entertainment
The Loft,925 Bowen St NW,"Dance Clubs, Adult Entertainment"
Oasis Goodtime Emporium,6363 Peachtree Industrial Blvd,"Dance Clubs, Bars, Strip Clubs"
King of Diamonds Atlanta,4730 Frontage Rd,Adult Entertainment
V Live Atlanta,1271 Marietta Blvd NW,Adult Entertainment
Gentlemen’s Club,134 Baker St NE,Strip Clubs
Rumors,3950 Jonesboro Rd,Adult Entertainment
Fannie's Cabaret,4401 Fulton Industrial Blvd,Adult Entertainment
XTC Atlanta,2159 Piedmont Rd NE,Adult Entertainment
Main Stage Gentlemen's Club,5275-A Roswell Rd,"Adult Entertainment, Bars"
Starship,4403 Fulton Industrial Blvd,"Tobacco Shops, Adult, Lingerie"
FLEX Spas Atlanta,76 4th St NW,"Adult Entertainment, Swimming Pools, Gyms"
Tokyo Valentino,1739 Cheshire Bridge Rd NE,"Adult, Head Shops, Lingerie"
Allure Gentlemen's Club,2284 Cheshire Bridge Rd NE,Strip Clubs
Dream's Gentlemen's Club,1715 Northside Dr NW,Adult Entertainment
Looks of Atlanta,2087 Piedmont Rd NE,"Adult, Tanning"
Gambino Entertainment,1576 Joseph E Boone Blvd,Adult Entertainment
Starship,5855 Buford Hwy,"Tobacco Shops, Adult, Lingerie"
Club 908,908 Commercial St NE,Adult Entertainment
Barnacles Sports Lounge,7300 Stonecrest Concourse,"Sports Bars, Adult Entertainment"
Peek A Boo,1907 Piedmont Cir NE,"Videos & Video Game Rental, Adult Entertainment"
Buckhead Loft,2101 Tula St NW,Adult Entertainment
Seduction,3548 Empire Blvd,Adult Entertainment
Black Diamond Male Revue,1100 Crescent Ave NE,Strip Clubs
Playground Atlanta,3665 Clairmont Rd,"Hookah Bars, Adult Entertainment, African"
RH Brands,1095 Zonolite Rd NE,Adult Entertainment
Tropicale,1077 Hemphill Ave NW,"Cocktail Bars, Italian"
X Midtown,990 Piedmont Ave NE,Tiki Bars
Chuy's,118 Perimeter Center W,"Mexican, Bars, Tex-Mex"
Terra Terroir,3974 Peachtree Rd NE,"Wine Bars, American (New), Sports Bars"
Silla Del Toro,30 S Park Square,"Tapas Bars, Wine Bars, Spanish"
Whiskey Bird,1409 N Highland Ave NE,"American (New), Asian Fusion, Breakfast & Brunch"
Peach & the Porkchop,12040 Etris Rd D100,"American (New), Burgers, Desserts"
B Plus,4711 Best Rd,"Lounges, Whiskey Bars, American (New)"
AC Lounge,101 Andrew Young International Blvd NW,"American (New), Lounges, Cocktail Bars"
Thrive,101 Marietta St NW,"American (New), Lounges, Sushi Bars"
Whiskey Peach Pizza Bar,7587 GA 85,"Pizza, Whiskey Bars, Chicken Wings"
Meals By Chef Seals,3105 Rainbow Forest Cir,"American (New), Chicken Wings, Whiskey Bars"
The Vibrary - Wine & Bookbar,970 Main St,"Wine Bars, Bookstores"
Lucian Books and Wine,3005 Peachtree Rd NE,"Wine Bars, American (Traditional)"
The Vineyard Winemarket,1295 W Spring St,Wine Bars
Perrine's Wine Shop,1168 Howell Mill Rd,"Beer, Wine & Spirits, Wine Tasting Classes"
Marietta Wine Market,18 Powder Springs St SE,"Beer, Wine & Spirits"
Wine Shoe,339 Nelson St SW,"Beer, Wine & Spirits, Venues & Event Spaces, Wine Tasting Classes"
Roswell Provisions,955 Canton St,"Meat Shops, Cheese Shops, Desserts"
East Pole Poncey Highland,676 N Highland Ave,"Coffee Roasteries, Wine Bars"
BUZZ Coffee and Winehouse,2315 Cascade Rd SW,"Coffee & Tea, Wine Bars, Sandwiches"
unWine'd & Tap - Marietta,3901 Mary Eliza Trace NW,"Tapas Bars, Wine Bars"
El Viñedo Local,730 Peachtree St Ne 100,"Coffee & Tea, Tapas/Small Plates, Wine Bars"
Gwen Tajz Wine Bar,3129 Main St,Wine Bars
Pür Zen Mimosa Wine Bar,1931 Jonesboro Rd,"Tapas/Small Plates, Wine Bars, Sandwiches"
Sip Happens,3890 Lawrenceville-Suwanee Rd,"Wine Bars, Beer, Wine & Spirits, Wine Tasting Room"
Café 1933,1100 Peachtree St NE,"Cocktail Bars, Wine Bars, Seafood"
Niko's Wine Corner,2118 Scenic Hwy N,Wine Bars
F & B Atlanta,3630 Peachtree Rd NE,"French, Wine Bars, Cocktail Bars"
Barcelona Westside Ironworks,1085 Howell Mill Rd NW,"Tapas/Small Plates, Wine Bars, Spanish"
Cafe Intermezzo - Midtown,1065 Peachtree St NE,"Cafes, Bars, Desserts"
Bistro Niko,3344 Peachtree Rd NE,"French, Breakfast & Brunch, Modern European"
3 Parks Wine Shop,451 Bill Kennedy Way SE,"Wine Tasting Classes, Wine Bars"
Tower Tasting Room,5877 Buford Hwy,Wine Bars
Buena Vida Tapas & Sol,385 N Angier Ave NE,"Spanish, Tapas Bars, Breakfast & Brunch"
Pasta Da Pulcinella,1123 Peachtree Walk NE,"Italian, Wine Bars, Pasta Shops"
Bar Mercado,99-V Krog St,"Tapas/Small Plates, Tapas Bars, Latin American"
Vintage Barrel Wine Market & Deli,105 E Main St,"Delis, Beer, Wine & Spirits, Grocery"
45 South Cafe,45 S Peachtree St,"Wine Bars, Coffee & Tea, Bagels"
Olive Bistro Midtown,1050 Juniper St NE,"Middle Eastern, Mediterranean, Tapas/Small Plates"
Tapa Tapa,931 Monroe Dr,"Wine Bars, Tapas/Small Plates, Latin American"
Shezmu Cellars,562 Wylie Rd SE,Wine Tasting Room
il Giallo Osteria & Bar,5920 Roswell Rd NE,"Bars, Italian"
The Bailey Wine Cellar,1039 Grant St SE,Wine Bars
Rustic Grub,Sherry's Bar,"Italian, Irish, Wine Bars"
Atalian KITCHEN & BAR,60 Andrew Young International Blvd NE,"Italian, Wine Bars"
JavaVino,579 N Highland Ave NE,"Coffee & Tea, Wine Bars"
Le Bilboquet,3027 Bolling Way NE,"French, Wine Bars, Venues & Event Spaces"
Coalition Food and Beverage,50 Canton St,"American (Traditional), Cocktail Bars"
CRU Food & Wine Bar,300 Avalon Blvd,"Wine Bars, American (Traditional)"
Basil's Restaurant & Tapas Bar,2985 Grandview Ave NE,"Mediterranean, Tapas/Small Plates"
The Social House,1227 Rockbridge Rd SW,"Wine Bars, Lounges"
Modena Ristorante Vinoteca,3412 Ernest W Barrett Pkwy NW,"Italian, Wine Bars"
North End Kitchen & Bar,1170 Canton St,"American (New), Wine Bars"
Sulit Coffee & Wine Bar,4150 Old Milton Pkwy,"Coffee & Tea, Wine Bars"
EATaliano Kitchen,900 Battery Ave SE,"Italian, Bars, Pizza"
